glossary_slug	cyrillic	slp1	iast_witness	validation	onomasticon	witness_count	iast_inline
grintser-ramayana12	Анга	aNga	Aṅga	onomasticon	inm,pui	1	Aṅga
grintser-ramayana12	Ангада	aNgada	Aṅgada	onomasticon	inm,pui	1	Aṅgada
grintser-ramayana12	Ангирас	aNgiras	Aṅgiras	onomasticon	inm,pui	2	Aṅgiras
grintser-ramayana12	Анджана	aYjana	Añjana	onomasticon	inm,pui	1	Añjana
grintser-ramayana12	Антака	antaka	Antaka	onomasticon	inm,pui	2	
grintser-ramayana12	Аншуман	aNSumAn	Aṅśumān	iast-witness-only		1	
grintser-ramayana12	Апаратала	aparatAla	Aparatāla	iast-witness-only		1	
grintser-ramayana12	Ариштанеми	arizwanemi	Ariṣṭanemi	onomasticon	inm,pui	2	
grintser-ramayana12	Арьяман	aryaman	Aryaman	onomasticon	inm,pui	1	
grintser-ramayana12	Асаманьджа	asamaYja	Asamañja	lexicon		1	
grintser-ramayana12	Асита	asita	Asita	onomasticon	inm,pui	1	
grintser-ramayana12	Асуртараджаса	asUrtarajasa	Asūrtarajasa	lexicon		1	
grintser-ramayana12	Атри	atri	Atri	onomasticon	inm,pui	2	Atri
grintser-ramayana12	Ахалья	ahalyA	Ahalyā	onomasticon	inm,pui	1	Ahalyā
grintser-ramayana12	Ашвапати	aSvapati	Aśvapati	onomasticon	inm,pui	1	
grintser-ramayana12	Ашвины	aSvinO	Aśvinau	iast-witness-only		2	
grintser-ramayana12	Ашоканандана	aSokanandana	Aśokanandana	iast-witness-only		1	
grintser-ramayana12	Бала	bala	Bala	onomasticon	inm,pui	2	Bala
grintser-ramayana12	Бали	bali	Bali	onomasticon	inm,pui	2	
grintser-ramayana12	Бана	bARa	Bāṇa	onomasticon	inm,pui	1	Bāṇa
grintser-ramayana12	Бахлика	bAhlika	Bāhlika	lexicon		1	Bāhlika
grintser-ramayana12	Бинду	bindu	Bindu	onomasticon	inm,pui	1	Bindu, Bindusaras
grintser-ramayana12	Брахма	brahmA	Brahmā	onomasticon	pui	2	Brahmā
grintser-ramayana12	Брахмадатта	brahmadatta	Brahmadatta	onomasticon	inm,pui	1	
grintser-ramayana12	Брихадратха	bfhadraTa	Bṛhadratha	onomasticon	inm,pui	1	
grintser-ramayana12	Брихаспати	bfhaspati	Bṛhaspati	onomasticon	inm,pui	2	
grintser-ramayana12	Будда	budDa	Buddha	onomasticon	pui	1	
grintser-ramayana12	Будха	buDa	Budha	onomasticon	inm,pui	2	
grintser-ramayana12	Бхава	Bava	Bhava	onomasticon	inm,pui	1	
grintser-ramayana12	Бхага	Baga	Bhaga	onomasticon	inm,pui	2	Bhaga
grintser-ramayana12	Бхагиратха	BagIraTa	Bhagīratha	onomasticon	inm,pui	1	
grintser-ramayana12	Бхагиратхи	BAgIraTI	Bhāgīrathī	onomasticon	inm,pui	1	
grintser-ramayana12	Бхарадваджа	BaradvAja	Bharadvāja	onomasticon	inm,pui	2	Bharadvāja
grintser-ramayana12	Бхарадваджа	BaradvAja	Bharadvāja	onomasticon	inm,pui	2	Bharadvāja
grintser-ramayana12	Бхарата	Barata	Bharata	onomasticon	inm,pui	3	
grintser-ramayana12	Бхарата	Barata	Bharata	onomasticon	inm,pui	3	Bharata
grintser-ramayana12	Бхима	BIma	Bhīma	onomasticon	inm,pui	1	
grintser-ramayana12	Бхогавати	BogavatI	Bhogavatī	onomasticon	inm,pui	2	
grintser-ramayana12	Бхригу	Bfgu	Bhṛgu	onomasticon	inm,pui	1	
grintser-ramayana12	Бхригупрасравана	BfguprasravaRa	Bhṛguprasravaṇa	lexicon		1	
grintser-ramayana12	Бхригутунга	BfgutuNga	Bhṛgutuṅga	onomasticon	inm	1	
grintser-ramayana12	Вайшравана	vESravaRa	Vaiśravaṇa	onomasticon	inm,pui	2	Vaiśravaṇa
grintser-ramayana12	Валин	vAlin	Vālin	onomasticon	inm	2	
grintser-ramayana12	Вальмики	vAlmIki	Vālmīki	onomasticon	inm,pui	1	
grintser-ramayana12	Вамадева	vAmadeva	Vāmadeva	onomasticon	inm,pui	1	Vāmadeva
grintser-ramayana12	Вамана	vAmanA	Vāmanā	lexicon		1	
grintser-ramayana12	Вамана	vAmana	Vāmana	onomasticon	inm,pui	2	
grintser-ramayana12	Вамана	vAmanA	Vāmanā	lexicon		1	Vāmana
grintser-ramayana12	Вамана	vAmana	Vāmana	onomasticon	inm,pui	2	Vāmana
grintser-ramayana12	Вамана	vAmanA	Vāmanā	lexicon		1	
grintser-ramayana12	Вамана	vAmana	Vāmana	onomasticon	inm,pui	2	
grintser-ramayana12	Ванаю	vanAyu	Vanāyu	onomasticon	inm	1	Vanāyu
grintser-ramayana12	Ванга	vaNga	Vaṅga	onomasticon	inm,pui	1	Vaṅga
grintser-ramayana12	Варуна	varuRa	Varuṇa	onomasticon	inm,pui	2	Varuṇa
grintser-ramayana12	Варуни	vAruRI	Vāruṇī	onomasticon	inm,pui	1	Vāruṇī
grintser-ramayana12	Васава	vAsava	Vāsava	onomasticon	inm,pui	2	
grintser-ramayana12	Васваукасара	vasvOkasArA	Vasvaukasārā	onomasticon	inm,pui	1	Vasvaukasārā
grintser-ramayana12	Васиштха	vasizWa	Vasiṣṭha	onomasticon	inm,pui	2	
grintser-ramayana12	Васу	vasu	Vasu	onomasticon	inm,pui	1	
grintser-ramayana12	Васудева	vAsudeva	Vāsudeva	onomasticon	inm,pui	1	Vāsudeva
grintser-ramayana12	Васуки	vAsuki	Vāsuki	onomasticon	inm,pui	2	Vāsuki
grintser-ramayana12	Васумати	vasumatI	Vasumatī	onomasticon	inm,pui	1	
grintser-ramayana12	Вачаспати	vAcaspati	Vācaspati	onomasticon	inm,pui	1	
grintser-ramayana12	Ваю	vAyu	Vāyu	onomasticon	inm,pui	2	
grintser-ramayana12	Ведашрути	vedaSruti	Vedaśruti	lexicon		1	
grintser-ramayana12	Вибудха	vibuDa	Vibudha	onomasticon	inm,pui	1	
grintser-ramayana12	Вибхандака	viBARqaka	Vibhāṇḍaka	onomasticon	inm	1	Vibhāṇḍaka
grintser-ramayana12	Вибхишана	viBIzaRa	Vibhīṣaṇa	onomasticon	inm,pui	2	
grintser-ramayana12	Вивасват	vivasvat	Vivasvat	onomasticon	inm,pui	2	
grintser-ramayana12	Видарбха	vidarBa	Vidarbha	onomasticon	inm,pui	1	Vidarbha
grintser-ramayana12	Видеха	videha	Videha	onomasticon	inm,pui	2	Videha
grintser-ramayana12	Виджая	vijaya	Vijaya	onomasticon	inm,pui	1	
grintser-ramayana12	Видхатар	viDAtf	Vidhātṛ	onomasticon	inm	1	
grintser-ramayana12	Видхатар	viDatf	Vidhatṛ	iast-witness-only		1	
grintser-ramayana12	Викукши	vikukzi	Vikukṣi	onomasticon	pui	1	
grintser-ramayana12	Вината	vinatA	Vinatā	onomasticon	inm,pui	2	Vinatā
grintser-ramayana12	Виндхья	vinDya	Vindhya	onomasticon	inm,pui	2	Vindhya
grintser-ramayana12	Випаша	vipASA	Vipāśā	onomasticon	inm,pui	1	Vipāśā
grintser-ramayana12	Вирадха	virADa	Virādha	onomasticon	pui	2	
grintser-ramayana12	Вирочана	virocana	Virocana	onomasticon	inm,pui	1	
grintser-ramayana12	Вишала	viSAlA	Viśālā	onomasticon	inm,pui	1	
grintser-ramayana12	Вишала	viSAla	Viśāla	onomasticon	inm,pui	1	
grintser-ramayana12	Вишала	viSAlA	Viśālā	onomasticon	inm,pui	1	Viśāla
grintser-ramayana12	Вишала	viSAla	Viśāla	onomasticon	inm,pui	1	Viśāla
grintser-ramayana12	Вишвавасу	viSvAvasu	Viśvāvasu	onomasticon	inm,pui	1	
grintser-ramayana12	Вишвакарман	viSvakarman	Viśvakarman	onomasticon	inm	2	
grintser-ramayana12	Вишвамитра	viSvAmitra	Viśvāmitra	onomasticon	inm,pui	2	
grintser-ramayana12	Вишвачи	viSvAcI	Viśvācī	onomasticon	inm	1	
grintser-ramayana12	Вишну	vizRu	Viṣṇu	onomasticon	inm,pui	2	Viṣṇu
grintser-ramayana12	Вишнупада	vizRupada	Viṣṇupada	onomasticon	inm	1	
grintser-ramayana12	Вишравас	viSravas	Viśravas	onomasticon	inm,pui	2	
grintser-ramayana12	Вритра	vftra	Vṛtra	onomasticon	inm,pui	2	
grintser-ramayana12	Гадхи	gADi	Gādhi	onomasticon	inm,pui	1	Gādhi
grintser-ramayana12	Ганга	gaNgA	Gaṅgā	onomasticon	inm	2	Gaṅgā
grintser-ramayana12	Гандхамадана	ganDamAdana	Gandhamādana	onomasticon	inm,pui	2	
grintser-ramayana12	Гандхамадана	ganDamAdana	Gandhamādana	onomasticon	inm,pui	2	
grintser-ramayana12	Гаруда	gAruqa	Gāruḍa	onomasticon	inm	1	Gāruḍa
grintser-ramayana12	Гаруда	garuqa	Garuḍa	onomasticon	inm,pui	1	Gāruḍa
grintser-ramayana12	Гаутама	gOtama	Gautama	onomasticon	inm,pui	2	Gautama
grintser-ramayana12	Гая	gaya	Gaya	onomasticon	inm,pui	2	Gaya
grintser-ramayana12	Гая	gaya	Gaya	onomasticon	inm,pui	2	Gaya
grintser-ramayana12	Гиривраджа	girivraja	Girivraja	onomasticon	inm,pui	1	
grintser-ramayana12	Гокарна	gokarRa	Gokarṇa	onomasticon	inm,pui	1	
grintser-ramayana12	Гомати	gomatI	Gomatī	onomasticon	inm,pui	1	
grintser-ramayana12	Гопа	gopa	Gopa	onomasticon	inm,pui	1	
grintser-ramayana12	Гуха	guha	Guha	onomasticon	inm,pui	1	
grintser-ramayana12	Гхритачи	GftAcI	Ghṛtācī	onomasticon	inm,pui	1	Ghṛtācī
grintser-ramayana12	Дакша	dakza	Dakṣa	onomasticon	inm,pui	2	
grintser-ramayana12	Дакшинапатха	dakziRApaTa	Dakṣiṇāpatha	onomasticon	inm,pui	1	
grintser-ramayana12	Дандака	daRqaka	Daṇḍaka	onomasticon	inm,pui	1	Daṇḍaka
grintser-ramayana12	Дандака	dandaka	Dandaka	iast-witness-only		1	Daṇḍaka
grintser-ramayana12	Дардура	dardura	Dardura	onomasticon	inm,pui	1	Dardura
grintser-ramayana12	Дашагрива	daSagrIva	Daśagrīva	onomasticon	inm,pui	2	
grintser-ramayana12	Дашаратха	daSaraTa	Daśaratha	onomasticon	inm,pui	2	
grintser-ramayana12	Двивида	dvivida	Dvivida	onomasticon	inm,pui	1	Dvivida
grintser-ramayana12	Девамидха	devamIQa	Devamīḍha	onomasticon	inm,pui	1	
grintser-ramayana12	Деварата	devarAta	Devarāta	onomasticon	inm,pui	1	
grintser-ramayana12	Джабали	jAbAli	Jābāli	onomasticon	inm,pui	1	Jābāli
grintser-ramayana12	Джамадагни	jamadagni	Jamadagni	onomasticon	inm,pui	1	Jamadagni
grintser-ramayana12	Джамбават	jAmbavat	Jāmbavat	onomasticon	inm	1	Jāmbavat
grintser-ramayana12	Джамбудвипа	jambUdvIpa	Jambūdvīpa	onomasticon	inm,pui	1	
grintser-ramayana12	Джамбха	jamBa	Jambha	onomasticon	inm,pui	1	
grintser-ramayana12	Джанака	janaka	Janaka	onomasticon	inm,pui	3	
grintser-ramayana12	Джанака	janaka	Janaka	onomasticon	inm,pui	3	Janaka
grintser-ramayana12	Джанамеджая	janamejaya	Janamejaya	onomasticon	inm,pui	1	
grintser-ramayana12	Джанардана	janArdana	Janārdana	onomasticon	inm,pui	1	
grintser-ramayana12	Джанастхана	janasTAna	Janasthāna	onomasticon	inm,pui	2	Janasthāna
grintser-ramayana12	Джатаюс	jatAyus	Jatāyus	iast-witness-only		1	Jaṭāyus
grintser-ramayana12	Джатаюс	jawAyus	Jaṭāyus	lexicon		1	Jaṭāyus
grintser-ramayana12	Джахнави	jAhnavI	Jāhnavī	onomasticon	inm,pui	1	
grintser-ramayana12	Джахну	jahnu	Jahnu	onomasticon	inm,pui	1	Jahnu
grintser-ramayana12	Джая	jayA	Jayā	onomasticon	inm,pui	1	
grintser-ramayana12	Джаянта	jayanta	Jayanta	onomasticon	inm,pui	1	
grintser-ramayana12	Дилипа	dilIpa	Dilīpa	onomasticon	inm,pui	1	Dilīpa
grintser-ramayana12	Диргхаюс	dIrGAyus	Dīrghāyus	onomasticon	inm	1	
grintser-ramayana12	Дити	diti	Diti	onomasticon	inm,pui	2	Diti
grintser-ramayana12	Дравида	drAviqa	Drāviḍa	onomasticon	inm	1	Drāviḍa
grintser-ramayana12	Дридханетра	dfQanetra	Dṛḍhanetra	lexicon		1	
grintser-ramayana12	Дундубхи	dunduBi	Dundubhi	onomasticon	inm,pui	2	
grintser-ramayana12	Душана	dUzaRa	Dūṣaṇa	onomasticon	inm,pui	2	
grintser-ramayana12	Дханвантари	Danvantari	Dhanvantari	onomasticon	inm,pui	1	Dhanvantari
grintser-ramayana12	Дхарма	Darma	Dharma	onomasticon	inm,pui	2	Dharma
grintser-ramayana12	Дхармавардхана	DarmavarDana	Dharmavardhana	lexicon		1	
grintser-ramayana12	Дхармапала	DarmapAla	Dharmapāla	lexicon		1	
grintser-ramayana12	Дхармараджа	DarmarAja	Dharmarāja	onomasticon	inm,pui	1	
grintser-ramayana12	Дхармаранья	DarmAraRya	Dharmāraṇya	onomasticon	inm	1	
grintser-ramayana12	Дхатар	DAtf	Dhātṛ	onomasticon	inm,pui	2	
grintser-ramayana12	Дхриштакету	Dfzwaketu	Dhṛṣṭaketu	onomasticon	inm,pui	1	Dhṛṣṭaketu
grintser-ramayana12	Дхришти	Dfzwi	Dhṛṣṭi	onomasticon	pui	1	
grintser-ramayana12	Дхрувасандхи	DruvasaMDi	Dhruvasaṃdhi	lexicon		1	Dhruvasaṃdhi
grintser-ramayana12	Дхумрашва	DUmrASva	Dhūmrāśva	onomasticon	pui	1	
grintser-ramayana12	Дхундхумара	DunDumAra	Dhundhumāra	onomasticon	inm,pui	1	
grintser-ramayana12	Дьюматсена	dyumatsena	Dyumatsena	onomasticon	inm,pui	1	
grintser-ramayana12	Икшваку	ikzvAku	Ikṣvāku	onomasticon	inm,pui	2	Ikṣvāku
grintser-ramayana12	Икшумати	ikzumatI	Ikṣumatī	onomasticon	inm,pui	1	
grintser-ramayana12	Индра	indra	Indra	onomasticon	inm,pui	2	Indra
grintser-ramayana12	Индраджит	indrajit	Indrajit	onomasticon	inm,pui	1	
grintser-ramayana12	Кабандха	kabanDa	Kabandha	onomasticon	inm,pui	2	
grintser-ramayana12	Кавья	kAvya	Kāvya	onomasticon	inm,pui	1	Kāvya
grintser-ramayana12	Кайкейи	kEkeyI	Kaikeyī	onomasticon	inm,pui	2	Kaikeyī
grintser-ramayana12	Кайласа	kElAsa	Kailāsa	onomasticon	inm,pui	2	Kailāsa
grintser-ramayana12	Какутстха	kAkutsTa	Kākutstha	onomasticon	inm	1	Kakutstha
grintser-ramayana12	Какутстха	kakutsTa	Kakutstha	onomasticon	inm,pui	2	Kakutstha
grintser-ramayana12	Какутстха	kAkutsTa	Kākutstha	onomasticon	inm	1	Kākutstha
grintser-ramayana12	Какутстха	kakutsTa	Kakutstha	onomasticon	inm,pui	2	Kākutstha
grintser-ramayana12	Кала	kAla	Kāla	onomasticon	inm,pui	2	
grintser-ramayana12	Калапа	kAlApa	Kālāpa	lexicon		1	Kālāpa
grintser-ramayana12	Калинганагара	kaliNganagara	Kaliṅganagara	iast-witness-only		1	
grintser-ramayana12	Калинди	kAlindI	Kālindī	onomasticon	inm,pui	2	Kālindī
grintser-ramayana12	Калинди	kAlindI	Kālindī	onomasticon	inm,pui	2	Kālindī
grintser-ramayana12	Калмашапада	kalmAzapAda	Kalmāṣapāda	onomasticon	inm,pui	1	
grintser-ramayana12	Кама	kAma	Kāma	onomasticon	inm,pui	1	
grintser-ramayana12	Камбоджа	kamboja	Kamboja	onomasticon	pui	1	Kamboja
grintser-ramayana12	Кампилья	kAmpilya	Kāmpilya	onomasticon	inm,pui	1	Kāmpilya
grintser-ramayana12	Кандарпа	kandarpa	Kandarpa	onomasticon	inm,pui	2	
grintser-ramayana12	Канду	kaRqu	Kaṇḍu	onomasticon	pui	1	Kaṇḍu
grintser-ramayana12	Капивати	kapIvatI	Kapīvatī	lexicon		1	
grintser-ramayana12	Капила	kapila	Kapila	onomasticon	inm,pui	1	
grintser-ramayana12	Каруша	karUza	Karūṣa	onomasticon	inm,pui	1	Karūṣa
grintser-ramayana12	Катха	kAWa	Kāṭha	lexicon		1	Kāṭha
grintser-ramayana12	Катьяяна	kAtyAyana	Kātyāyana	onomasticon	pui	1	Kātyāyana
grintser-ramayana12	Каушамби	kOSambI	Kauśambī	iast-witness-only		1	
grintser-ramayana12	Каушика	kOSika	Kauśika	onomasticon	inm,pui	1	Kauśika
grintser-ramayana12	Каушики	kOSikI	Kauśikī	onomasticon	inm,pui	1	Kauśikī
grintser-ramayana12	Каши	kASi	Kāśi	onomasticon	inm,pui	1	Kāśi
grintser-ramayana12	Кашьяпа	kASyapa	Kāśyapa	onomasticon	inm,pui	1	
grintser-ramayana12	Кашьяпа	kaSyapa	Kaśyapa	onomasticon	pui	2	
grintser-ramayana12	Кашьяпа	kASyapa	Kāśyapa	onomasticon	inm,pui	1	
grintser-ramayana12	Кашьяпа	kaSyapa	Kaśyapa	onomasticon	pui	2	
grintser-ramayana12	Кекая	kekaya	Kekaya	onomasticon	inm,pui	1	Kekaya
grintser-ramayana12	Кешава	keSava	Keśava	onomasticon	inm,pui	1	
grintser-ramayana12	Кешини	keSinI	Keśinī	onomasticon	inm,pui	1	
grintser-ramayana12	Киртирата	kIrtirAta	Kīrtirāta	onomasticon	pui	1	
grintser-ramayana12	Киртиратха	kIrtiraTa	Kīrtiratha	onomasticon	pui	1	
grintser-ramayana12	Кишкиндха	kizkinDA	Kiṣkindhā	onomasticon	inm,pui	1	Kiṣkindhā
grintser-ramayana12	Криттики	kfttikAs	Kṛttikās	iast-witness-only		1	Kṛttikās
grintser-ramayana12	Кришашва	kfSASva	Kṛśāśva	onomasticon	inm,pui	1	
grintser-ramayana12	Кришна	kRzRa	Kṇṣṇa	iast-witness-only		1	
grintser-ramayana12	Кубера	kubera	Kubera	onomasticon	inm,pui	2	Kubera
grintser-ramayana12	Кукши	kukzi	Kukṣi	onomasticon	inm,pui	1	
grintser-ramayana12	Кулинга	kuliNga	Kuliṅga	onomasticon	inm	1	Kuliṅga, Kuliṅgā
grintser-ramayana12	Кумара	kumAra	Kumāra	onomasticon	inm,pui	1	
grintser-ramayana12	Кумбхакарна	kumBakarRa	Kumbhakarṇa	onomasticon	inm,pui	2	
grintser-ramayana12	Куру	kuru	Kuru	onomasticon	inm,pui	1	Kuru
grintser-ramayana12	Куруджангала	kurujANgala	Kurujāṅgala	onomasticon	inm,pui	1	
grintser-ramayana12	Куша	kuSa	Kuśa	onomasticon	pui	2	Kuśa
grintser-ramayana12	Куша	kuSa	Kuśa	onomasticon	pui	2	Kuśa
grintser-ramayana12	Кушадхваджа	kuSaDvaja	Kuśadhvaja	onomasticon	pui	1	
grintser-ramayana12	Кушамба	kuSAmba	Kuśāmba	onomasticon	inm,pui	1	Kuśāmba
grintser-ramayana12	Кушанабха	kuSanABa	Kuśanābha	onomasticon	pui	1	Kuśanābha
grintser-ramayana12	Кушаплава	kuSaplava	Kuśaplava	lexicon		1	Kuśaplava
grintser-ramayana12	Кушашва	kuSASva	Kuśāśva	onomasticon	pui	1	
grintser-ramayana12	Кхара	Kara	Khara	onomasticon	inm,pui	1	
grintser-ramayana12	Лава	lava	Lava	onomasticon	pui	1	Lava
grintser-ramayana12	Лакшмана	lakzmaRa	Lakṣmaṇa	onomasticon	inm,pui	2	
grintser-ramayana12	Ланка	laNkA	Laṅkā	onomasticon	inm,pui	2	Laṅkā
grintser-ramayana12	Магадха	magaDa	Magadha	onomasticon	inm,pui	1	Magadha
grintser-ramayana12	Магхаван	maGavan	Maghavan	onomasticon	inm	2	
grintser-ramayana12	Мадана	madana	Madana	onomasticon	inm,pui	1	
grintser-ramayana12	Мадху	maDu	Madhu	onomasticon	inm,pui	1	Madhu
grintser-ramayana12	Мадхусудана	maDusUdana	Madhusūdana	onomasticon	inm,pui	1	
grintser-ramayana12	Мадхушпанда	maDuzpanda	Madhuṣpanda	lexicon		1	Madhuṣpanda
grintser-ramayana12	Майнака	mEnAka	Maināka	onomasticon	inm,pui	1	Maināka
grintser-ramayana12	Майнда	mEnda	Mainda	onomasticon	inm,pui	1	Mainda
grintser-ramayana12	Малада	malada	Malada	onomasticon	inm,pui	1	Malada
grintser-ramayana12	Малая	malaya	Malaya	onomasticon	inm,pui	1	Malaya
grintser-ramayana12	Малини	mAlinI	Mālinī	onomasticon	inm,pui	1	
grintser-ramayana12	Манаса	mAnasa	Mānasa	onomasticon	inm,pui	1	Mānasa
grintser-ramayana12	Мандави	mARqavI	Māṇḍavī	onomasticon	pui	1	Māṇḍavī
grintser-ramayana12	Мандакини	mandAkinI	Mandākinī	onomasticon	inm,pui	2	
grintser-ramayana12	Мандара	mandara	Mandara	onomasticon	inm,pui	2	
grintser-ramayana12	Мандхатар	mAnDAtf	Māndhātṛ	onomasticon	inm	1	Māndhātṛ
grintser-ramayana12	Манматха	manmaTa	Manmatha	onomasticon	inm,pui	2	
grintser-ramayana12	Мантхара	manTarA	Mantharā	onomasticon	inm	2	
grintser-ramayana12	Мантхара	manTarA	Mantharā	onomasticon	inm	2	Mantharā
grintser-ramayana12	Ману	manu	Manu	onomasticon	inm,pui	2	
grintser-ramayana12	Марича	mArIca	Mārīca	onomasticon	inm,pui	2	Mārīca
grintser-ramayana12	Маричи	marIci	Marīci	onomasticon	inm,pui	2	
grintser-ramayana12	Маркандея	mArkaRqeya	Mārkaṇḍeya	onomasticon	inm,pui	1	Mārkaṇḍeya
grintser-ramayana12	Мару	maru	Maru	onomasticon	inm,pui	2	Maru
grintser-ramayana12	Мару	maru	Maru	onomasticon	inm,pui	2	Maru
grintser-ramayana12	Марута	mAruta	Māruta	onomasticon	inm,pui	1	Māruta
grintser-ramayana12	Матали	mAtali	Mātali	onomasticon	inm,pui	1	Mātali
grintser-ramayana12	Матсья	matsya	Matsya	onomasticon	inm,pui	1	Matsya
grintser-ramayana12	Маудгалья	mOdgalya	Maudgalya	onomasticon	inm,pui	1	Maudgalya
grintser-ramayana12	Махавира	mahAvIra	Mahāvīra	onomasticon	inm,pui	1	
grintser-ramayana12	Махадева	mahAdeva	Mahādeva	onomasticon	inm,pui	2	
grintser-ramayana12	Махападма	mahApadma	Mahāpadma	onomasticon	inm,pui	1	
grintser-ramayana12	Махаратха	mahAraTa	Mahāratha	onomasticon	inm,pui	1	
grintser-ramayana12	Махароман	mahAroman	Mahāroman	onomasticon	pui	1	
grintser-ramayana12	Махендра	mahendra	Mahendra	onomasticon	inm,pui	2	Mahendra
grintser-ramayana12	Махешвара	maheSvara	Maheśvara	onomasticon	inm,pui	1	
grintser-ramayana12	Махидхрака	mahIDraka	Mahīdhraka	lexicon		1	
grintser-ramayana12	Маходая	mahodaya	Mahodaya	onomasticon	inm	1	
grintser-ramayana12	Мегханада	meGanAda	Meghanāda	onomasticon	inm,pui	1	
grintser-ramayana12	Мена	menA	Menā	onomasticon	inm,pui	1	Menā
grintser-ramayana12	Менака	menakA	Menakā	onomasticon	inm,pui	1	Menakā
grintser-ramayana12	Меру	meru	Meru	onomasticon	inm,pui	2	Meru
grintser-ramayana12	Митхи	miTi	Mithi	onomasticon	pui	1	Mithi
grintser-ramayana12	Митхила	miTilA	Mithilā	onomasticon	inm,pui	2	Mithilā
grintser-ramayana12	Мишракеши	miSrakeSI	Miśrakeśī	onomasticon	pui	1	
grintser-ramayana12	Мохини	mohinI	Mohinī	onomasticon	pui	1	
grintser-ramayana12	Набхага	nABAga	Nābhāga	onomasticon	inm,pui	1	Nābhāga
grintser-ramayana12	Нагадатта	nAgadattA	Nāgadattā	iast-witness-only		1	
grintser-ramayana12	Нала	nala	Nala	onomasticon	inm,pui	1	
grintser-ramayana12	Налини	nalinI	Nalinī	onomasticon	inm,pui	1	
grintser-ramayana12	Нандана	nandana	Nandana	onomasticon	inm,pui	2	
grintser-ramayana12	Нандивардхана	nandivarDana	Nandivardhana	onomasticon	inm,pui	1	
grintser-ramayana12	Нандиграма	nandigrAma	Nandigrāma	onomasticon	inm,pui	1	Nandigrāma
grintser-ramayana12	Нарада	nArada	Nārada	onomasticon	inm,pui	1	Nārada
grintser-ramayana12	Нараяна	nArAyaRa	Nārāyaṇa	onomasticon	inm,pui	1	Nārāyaṇa
grintser-ramayana12	Нахуша	nahuza	Nahuṣa	onomasticon	inm,pui	2	Nahuṣa
grintser-ramayana12	Нила	nIla	Nīla	onomasticon	inm,pui	1	
grintser-ramayana12	Ними	nimi	Nimi	onomasticon	inm,pui	1	Nimi
grintser-ramayana12	Павака	pAvaka	Pāvaka	onomasticon	inm,pui	2	
grintser-ramayana12	Павани	pAvanI	Pāvanī	onomasticon	pui	1	
grintser-ramayana12	Пака	pAka	Pāka	onomasticon	inm,pui	2	Pāka
grintser-ramayana12	Пампа	pampA	Pampā	onomasticon	inm,pui	2	Pampā
grintser-ramayana12	Панчала	paYcAla	Pañcāla	onomasticon	inm,pui	1	Pañcāla
grintser-ramayana12	Парвати	pArvatI	Pārvatī	onomasticon	inm,pui	2	
grintser-ramayana12	Парджанья	parjanya	Parjanya	onomasticon	inm,pui	2	Parjanya
grintser-ramayana12	Пашупати	paSupati	Paśupati	onomasticon	inm,pui	1	
grintser-ramayana12	Правриддха	pravfdDa	Pravṛddha	lexicon		1	
grintser-ramayana12	Праджапати	prajApati	Prajāpati	onomasticon	inm,pui	2	
grintser-ramayana12	Праламба	pralamba	Pralamba	onomasticon	inm,pui	1	
grintser-ramayana12	Прасенаджит	prasenajit	Prasenajit	onomasticon	inm,pui	1	Prasenajit
grintser-ramayana12	Пратиндхака	pratInDaka	Pratīndhaka	lexicon		1	Pratīndhaka
grintser-ramayana12	Прашушрука	praSuSruka	Praśuśruka	lexicon		1	Praśuśruka
grintser-ramayana12	Праяга	prayAga	Prayāga	onomasticon	inm	1	
grintser-ramayana12	Притхиви	pfTivI	Pṛthivī	onomasticon	inm,pui	1	Pṛthivī
grintser-ramayana12	Притху	pfTu	Pṛthu	onomasticon	inm,pui	1	
grintser-ramayana12	Пуластья	pulastya	Pulastya	onomasticon	inm,pui	2	Pulastya
grintser-ramayana12	Пулома	pulomA	Pulomā	onomasticon	inm,pui	1	Pulomā
grintser-ramayana12	Пундарика	puRqarIkA	Puṇḍarīkā	onomasticon	inm,pui	1	
grintser-ramayana12	Пурандара	puraMdara	Puraṃdara	lexicon		2	
grintser-ramayana12	Пуруша	puruza	Puruṣa	onomasticon	inm,pui	1	
grintser-ramayana12	Пурушоттама	puruzottama	Puruṣottama	onomasticon	inm,pui	1	
grintser-ramayana12	Пушан	pUzan	Pūṣan	onomasticon	inm	1	Pūṣan
grintser-ramayana12	Равана	rAvaRa	Rāvaṇa	onomasticon	inm,pui	2	
grintser-ramayana12	Рагхава	rAGava	Rāghava	onomasticon	inm,pui	2	
grintser-ramayana12	Рагху	raGu	Raghu	onomasticon	inm,pui	2	Raghu
grintser-ramayana12	Раджагриха	rAjagfha	Rājagṛha	onomasticon	inm,pui	1	
grintser-ramayana12	Рама	rAma	Rāma	onomasticon	inm,pui	2	
grintser-ramayana12	Рама Джамадагнья	rAma jAmadagnya	Rāma Jāmadagnya	iast-witness-only		1	Rāma Jāmadagnya
grintser-ramayana12	Рамбха	ramBA	Rambhā	onomasticon	inm,pui	2	Rambhā
grintser-ramayana12	Раху	rAhu	Rāhu	onomasticon	inm,pui	2	
grintser-ramayana12	Раштравардхана	rAzwravarDana	Rāṣṭravardhana	onomasticon	pui	1	
grintser-ramayana12	Ренука	reRukA	Reṇukā	onomasticon	inm,pui	1	Reṇukā
